1853, The 13½ Lives of Captain Bluebear (Zamonia #1), Puplinkhuisen, Hailie, Fantasy, 8.86, 
1715, 1491: New Revelations of the Americas Before Columbus, Gallios, Trevor, Thriller, 6.15, 
1715, 1491: New Revelations of the Americas Before Columbus, Gallios, Trevor, Thriller, 6.15, 
1991, 1493: Uncovering the New World Columbus Created, Melgarejo, Minnie, Suspense, 9.1, 
1712, 14th Deadly Sin (Women’s Murder Club #14), Morrison, Cullen, Action, 7.72, 
1950, The 158-Pound Marriage, Kokubun, Ivory, Drama, 7.98, 
1950, The 158-Pound Marriage, Kokubun, Ivory, Drama, 7.98, 
1950, The 158-Pound Marriage, Kokubun, Ivory, Drama, 7.98, 
1980, 15th Affair (Women's Murder Club #15), Moe, Ebba, Thriller, 8.69, 
1980, 15th Affair (Women's Murder Club #15), Moe, Ebba, Thriller, 8.69, 
1980, 15th Affair (Women's Murder Club #15), Moe, Ebba, Thriller, 8.69, 
1785, 1984, Cuntz, Christena, Thriller, 6.13, 
1785, 1984, Cuntz, Christena, Thriller, 6.13, 
1862, 1Q84 BOOK 1 (1Q84 #1), Kolb, Vicky, Fantasy, 8.28, 
1948, 1Q84 BOOK 2 (1Q84 #2), Huang, Finn, Dystopian, 2.5, 
1948, 1Q84 BOOK 2 (1Q84 #2), Huang, Finn, Dystopian, 2.5, 
1669, 1Q84 BOOK 3 (1Q84 #3), Imre, Bell, Romance, 4.88, 
1887, 1st to Die (Women's Murder Club #1), He, Tilman, Suspense, 4.35, 
1966, 2010: Odyssey Two (Space Odyssey #2), Batra, Homer, Dystopian, 5.15, 
1941, 206 Bones (Temperance Brennan #12), Cummings, Latisha, Drama, 10, 
1941, 206 Bones (Temperance Brennan #12), Cummings, Latisha, Drama, 10, 
1853, The 20th Century Art Book, Bianco, Clarissa, Thriller, 3.32, 
1706, 20th Century Ghosts, Pillot, Viridiana, Adventure, 8.43, 
1706, 20th Century Ghosts, Pillot, Viridiana, Adventure, 8.43, 
1706, 20th Century Ghosts, Pillot, Viridiana, Adventure, 8.43, 
1706, 20th Century Ghosts, Pillot, Viridiana, Adventure, 8.43, 
1981, The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You, Farah, Tera, Comedy, 9.96, 
1981, The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You, Farah, Tera, Comedy, 9.96, 
1668, The 3 Mistakes of My Life, Zhao, Zion, Thriller, 5.84, 
1668, The 3 Mistakes of My Life, Zhao, Zion, Thriller, 5.84, 
1684, 3001: The Final Odyssey (Space Odyssey #4), Belghith, Berton, Crime, 7.14, 
1666, The 39 Steps (Richard Hannay #1), De Perini, Chancy, Western, 1.51, 
2019, 3rd Degree (Women's Murder Club #3), Kostrhounova, Henri, Thriller, 5.31, 
2019, 3rd Degree (Women's Murder Club #3), Kostrhounova, Henri, Thriller, 5.31, 
2019, 3rd Degree (Women's Murder Club #3), Kostrhounova, Henri, Thriller, 5.31, 
1990, The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss Incredible Sex and Becoming Superhuman, Richards, Helena, Action, 7.06, 
1990, The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss Incredible Sex and Becoming Superhuman, Richards, Helena, Action, 7.06, 
1664, 44 Scotland Street (44 Scotland Street #1), Edon, Sharen, Action, 7.77, 
1769, 4:50 from Paddington (Miss Marple #8), Idera, Charla, Dystopian, 7.83, 
1955, The 5 Greatest Warriors (Jack West Jr #3), Terras, Buena, Fantasy, 4.72, 
1955, The 5 Greatest Warriors (Jack West Jr #3), Terras, Buena, Fantasy, 4.72, 
1955, The 5 Greatest Warriors (Jack West Jr #3), Terras, Buena, Fantasy, 4.72, 
1895, 5 Very Good Reasons to Punch a Dolphin in the Mouth and Other Useful Guides, Koizumi, Cristen, Romance, 6.8, 
1977, 5 cm, Asteri, Jarred, Non-Fiction, 7.31, 
1994, The 5th Horseman (Women's Murder Club #5), Viskovich, Einar, Mystery, 7.1, 
2011, 61 Hours (Jack Reacher #14), Alegre, Tillman, Comedy, 9.06, 
1695, The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change, Beltrame, Tabatha, Adventure, 9.27, 
1695, The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change, Beltrame, Tabatha, Adventure, 9.27, 
1695, The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change, Beltrame, Tabatha, Adventure, 9.27, 
1680, The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide, Egorova, Ariana, History, 9.22, 
1680, The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide, Egorova, Ariana, History, 9.22, 
1814, 77 Shadow Street (Pendleton #1), Palmer, Sabrina, Drama, 8.82, 
1939, 7th Heaven (Women's Murder Club #7), Maes, Corinna, Romance, 8.33, 
2011, The 80/20 Principle: The Secret to Achieving More with Less, Jagau, Christion, Mystery, 5.39, 
1700, 84 Charing Cross Road, Turki, Billy, Satire, 5.8, 
1701, 90 Minutes in Heaven: A True Story of Death and Life, Martin Lozano, Aleen, Dystopian, 7.36, 
1701, 90 Minutes in Heaven: A True Story of Death and Life, Martin Lozano, Aleen, Dystopian, 7.36, 
1701, 90 Minutes in Heaven: A True Story of Death and Life, Martin Lozano, Aleen, Dystopian, 7.36, 
1930, The 9th Judgment  (Women's Murder Club #9), Koenig, Clotilda, Mystery, 8.07, 
1930, The 9th Judgment  (Women's Murder Club #9), Koenig, Clotilda, Mystery, 8.07, 
1682, A Bargain for Frances, Rasmussen, Codie, Western, 8.35, 
1682, A Bargain for Frances, Rasmussen, Codie, Western, 8.35, 
1756, A Bear Called Paddington (Paddington #1), Ebo, Clay, Suspense, 3.98, 
1994, A Beautiful Dark (A Beautiful Dark #1), Vondrousova, Ishaan, Drama, 7.96, 
1777, A Beautiful Wedding (Beautiful #2.5), Tishkova, Alysha, Western, 8.16, 
1781, A Bend in the River, Courter, Michial, Action, 5.22, 
1781, A Bend in the River, Courter, Michial, Action, 5.22, 
1851, A Better World (Brilliance Saga #2), Baklouti, Aloys, Science-Fiction, 3.81, 
1851, A Better World (Brilliance Saga #2), Baklouti, Aloys, Science-Fiction, 3.81, 
1954, A Bite to Remember (Argeneau #5), Arnaout, Budd, Action, 4.02, 
1717, A Book of Five Rings: The Classic Guide to Strategy, Matekova, Kylan, Fantasy, 8.91, 
1717, A Book of Five Rings: The Classic Guide to Strategy, Matekova, Kylan, Fantasy, 8.91, 
1865, A Breath of Snow and Ashes (Outlander #6), Schiavetti, Christal, History, 6.16, 
1737, A Bridge Too Far, Fan, Math, Science-Fiction, 6.68, 
1737, A Bridge Too Far, Fan, Math, Science-Fiction, 6.68, 
1737, A Bridge Too Far, Fan, Math, Science-Fiction, 6.68, 
1685, A Brief History of Seven Killings, Elliott, Jajuan, Dystopian, 6.25, 
1685, A Brief History of Seven Killings, Elliott, Jajuan, Dystopian, 6.25, 
1952, A Brief History of Time, Carneiro Revoredo, Simmie, Fiction, 8.98, 
1949, A Briefer History of Time, Kuki, Theda, Comedy, 4.85, 
1963, A Canticle for Leibowitz, Kipina, Ossie, History, 7.43, 
1963, A Canticle for Leibowitz, Kipina, Ossie, History, 7.43, 
1963, A Canticle for Leibowitz, Kipina, Ossie, History, 7.43, 
1667, A Caress of Twilight (Merry Gentry #2), Jones, Jailyn, Mystery, 9.36, 
1667, A Caress of Twilight (Merry Gentry #2), Jones, Jailyn, Mystery, 9.36, 
1667, A Caress of Twilight (Merry Gentry #2), Jones, Jailyn, Mystery, 9.36, 
1667, A Caress of Twilight (Merry Gentry #2), Jones, Jailyn, Mystery, 9.36, 
1890, A Caribbean Mystery (Miss Marple #10), Mikulski, Cliffie, Suspense, 7.36, 
1862, A Castle of Sand (A Shade of Vampire #3), Dolashvili, Enrico, Drama, 7.58, 
1862, A Castle of Sand (A Shade of Vampire #3), Dolashvili, Enrico, Drama, 7.58, 
1706, A Certain Slant of Light (Light #1), Pesola, Eduardo, Satire, 4.36, 
1654, A Charlie Brown Christmas, Scott, Mohammed, Crime, 9.58, 
1654, A Charlie Brown Christmas, Scott, Mohammed, Crime, 9.58, 
1982, A Child Called "It" (Dave Pelzer #1), Jedlickova, Dustan, Western, 4.93, 
2005, A Child's Garden of Verses, Chemarda, Artelia, Action, 8.86, 
1734, A Christmas Carol The Chimes and The Cricket on the Hearth, Schivo, Jarret, Fantasy, 5.31, 
1705, A Christmas Carol and Other Christmas Writings, Zaytseva, Madden, Fiction, 1.59, 
1767, A Civil Campaign (Vorkosigan Saga #12), Kuhlman, Guy, Adventure, 8.76, 
1800, A Clash of Kings  (A Song of Ice and Fire #2), Rodriguez, Margeret, Thriller, 5.6, 
1767, A Clockwork Orange, Cseh, Debbie, Action, 8.87, 
1767, A Clockwork Orange, Cseh, Debbie, Action, 8.87, 
1767, A Color of His Own, Zubori, Robin, Fantasy, 5.34, 
1767, A Color of His Own, Zubori, Robin, Fantasy, 5.34, 
1955, A Complicated Kindness, Lang, Sharita, Comedy, 5, 
1776, A Connecticut Yankee in King Arthur's Court, Deegan, Kip, Dystopian, 3.65, 
1891, A Cook's Tour: Global Adventures in Extreme Cuisines, Miccoli, Rudolph, Romance, 5.04, 
1773, A Countess Below Stairs, Adams, Hermina, Adventure, 2.41, 
1785, A Court of Mist and Fury (A Court of Thorns and Roses #2), El Akkad, Josephus, Suspense, 9.6, 
1918, A Court of Thorns and Roses (A Court of Thorns and Roses #1), Fodorean, Aili, Comedy, 8.65, 
1918, A Court of Thorns and Roses (A Court of Thorns and Roses #1), Fodorean, Aili, Comedy, 8.65, 
1953, A Court of Wings and Ruin (A Court of Thorns and Roses #3), Kachar, Myra, Fiction, 8.92, 
1906, A Dance with Dragons (A Song of Ice and Fire #5), Wolner, Shawnee, Western, 2.87, 
1906, A Dance with Dragons (A Song of Ice and Fire #5), Wolner, Shawnee, Western, 2.87, 
1906, A Dance with Dragons (A Song of Ice and Fire #5), Wolner, Shawnee, Western, 2.87, 
1768, A Dance with Dragons: After the Feast (A Song of Ice and Fire #5 Part 2 of 2), Pope, Silvio, History, 3.52, 
1986, A Dangerous Fortune, Guo, Alba, Western, 2.68, 
1986, A Dangerous Fortune, Guo, Alba, Western, 2.68, 
1710, A Dark Lure, Milojevic, Derrek, Western, 5.44, 
1859, A Darker Shade of Magic (Shades of Magic #1), Blackwood, Kaeden, Western, 9.69, 
1859, A Darker Shade of Magic (Shades of Magic #1), Blackwood, Kaeden, Western, 9.69, 
1863, A Darkness More Than Night (Harry Bosch #7; Terry McCaleb #2; Harry Bosch Universe #9), Lampl, Lum, Suspense, 4.1, 
1780, A Death in Sweden, Kozhokhina, Estevan, Dystopian, 3.96, 
1780, A Death in Sweden, Kozhokhina, Estevan, Dystopian, 3.96, 
1780, A Death in Sweden, Kozhokhina, Estevan, Dystopian, 3.96, 
1878, A Death in Vienna (Gabriel Allon #4), Garcia Truchado, India, Western, 9.33, 
1878, A Death in Vienna (Gabriel Allon #4), Garcia Truchado, India, Western, 9.33, 
1878, A Death in Vienna (Gabriel Allon #4), Garcia Truchado, India, Western, 9.33, 
1845, A Death in the Family, Marma Gutierrez, Xena, Suspense, 8.96, 
1707, A Different Blue, De Bakker, Cinthia, History, 7.14, 
1695, A Dirty Job (Grim Reaper #1), Kovinic, Lucas, Fantasy, 4.5, 
1776, A Discovery of Witches (All Souls Trilogy #1), Akl, Colter, Western, 5.77, 
1776, A Discovery of Witches (All Souls Trilogy #1), Akl, Colter, Western, 5.77, 
1653, A Dog's Journey (A Dog's Purpose #2), Prazeres, Nathan, Fiction, 6.58, 
1671, A Dog's Life: The Autobiography of a Stray, Ghosh, Elizah, Romance, 6.76, 
1671, A Dog's Life: The Autobiography of a Stray, Ghosh, Elizah, Romance, 6.76, 
2006, A Dog's Purpose (A Dog's Purpose #1), Humberg, Anjelica, Western, 5.29, 
1753, A Doll's House, Hopkins, Merritt, Western, 4.96, 
1974, A Drink Before the War (Kenzie & Gennaro #1), Rinaldi, Kiara, Drama, 9.17, 
1735, A Fall of Marigolds, Bakewell, Lynette, Dystopian, 8.89, 
1982, A Farewell to Arms, Kovacek, Winthrop, Thriller, 7.19, 
1982, A Farewell to Arms, Kovacek, Winthrop, Thriller, 7.19, 
1982, A Farewell to Arms, Kovacek, Winthrop, Thriller, 7.19, 
1948, A Fine Balance, Duarte, Buena, Action, 8.28, 
1948, A Fine Balance, Duarte, Buena, Action, 8.28, 
1948, A Fine Balance, Duarte, Buena, Action, 8.28, 
1879, A Fire Upon the Deep (Zones of Thought #1), Frappi, Vilma, Science-Fiction, 10, 
1868, A Fistful of Charms (The Hollows #4), Sedano Acosta, Tanisha, Drama, 8.83, 
1868, A Fistful of Charms (The Hollows #4), Sedano Acosta, Tanisha, Drama, 8.83, 
1868, A Fistful of Charms (The Hollows #4), Sedano Acosta, Tanisha, Drama, 8.83, 
1947, A Fraction of the Whole, Zrustova, Hurbert, Thriller, 6.76, 
1947, A Fraction of the Whole, Zrustova, Hurbert, Thriller, 6.76, 
1863, A Game of Thrones: The Graphic Novel Vol. 1, Chmyreva, Stephen, Romance, 8.73, 
1863, A Game of Thrones: The Graphic Novel Vol. 1, Chmyreva, Stephen, Romance, 8.73, 
1703, A Gate at the Stairs, Hooper, Dwane, Horror, 3.9, 
1703, A Gate at the Stairs, Hooper, Dwane, Horror, 3.9, 
1946, A Gathering of Shadows (Shades of Magic #2), Sweeting, Sabina, Science-Fiction, 8.46, 
1946, A Gathering of Shadows (Shades of Magic #2), Sweeting, Sabina, Science-Fiction, 8.46, 
1727, A Gentleman in Moscow, Lister, Lish, Action, 4.7, 
1848, A Girl Like You, Njeuma, Colette, Dystopian, 1.71, 
1766, A Girl Named Zippy, Imazhanova, Ivory, Mystery, 9.83, 
1982, A Girl of the Limberlost (Limberlost #2), Inekaku, Maryam, Fiction, 4.85, 
2023, A God in Ruins, Enmer, Thorwald, Western, 2.44, 
1958, A Good Man is Hard to Find and Other Stories, Janus, Orange, Fiction, 5.28, 
1743, A Good Yarn (Blossom Street #2), Audrina, Marely, Dystopian, 7.78, 
1743, A Good Yarn (Blossom Street #2), Audrina, Marely, Dystopian, 7.78, 
1743, A Good Yarn (Blossom Street #2), Audrina, Marely, Dystopian, 7.78, 
1743, A Good Yarn (Blossom Street #2), Audrina, Marely, Dystopian, 7.78, 
1989, A Great Deliverance (Inspector Lynley #1), Potter, Orley, Adventure, 9.75, 
1989, A Great Deliverance (Inspector Lynley #1), Potter, Orley, Adventure, 9.75, 
1989, A Great Deliverance (Inspector Lynley #1), Potter, Orley, Adventure, 9.75, 
1989, A Great Deliverance (Inspector Lynley #1), Potter, Orley, Adventure, 9.75, 
1663, A Great Reckoning (Chief Inspector Armand Gamache #12), Seateun, Dagny, Adventure, 8.37, 
1979, A Great and Terrible Beauty (Gemma Doyle #1), Sonoda, Tiffany, Non-Fiction, 9.25, 
1979, A Great and Terrible Beauty (Gemma Doyle #1), Sonoda, Tiffany, Non-Fiction, 9.25, 
1691, A Grown-Up Kind of Pretty, Schediwy, Keven, Action, 7.64, 
1691, A Grown-Up Kind of Pretty, Schediwy, Keven, Action, 7.64, 
1879, A Hero of Our Time, Alina, Orah, Western, 9.65, 
1910, A Hidden Fire (Elemental Mysteries #1), Schneider, Cuba, Adventure, 5.78, 
1653, A History of Western Philosophy, Meineck, Juluis, Horror, 8.05, 
1956, A Homemade Life: Stories and Recipes from My Kitchen Table, Vukojicic, Redmond, Western, 5.33, 
1785, A Hunger Like No Other (Immortals After Dark #2), Bredl, Hosteen, Fiction, 7.74, 
1698, A Killing Frost (Tomorrow #3), Birnerova, Noah, Dystopian, 6.78, 
1796, A Kingdom of Dreams (Westmoreland #1), Ahtemenciuc, Bettylou, Mystery, 4.36, 
1690, A Kiss in Time, Lee, Zollie, Western, 6.76, 
1690, A Kiss in Time, Lee, Zollie, Western, 6.76, 
1690, A Kiss in Time, Lee, Zollie, Western, 6.76, 
1933, A Kiss of Shadows (Merry Gentry #1), Barthel, Nash, Suspense, 7.87, 
1995, A Knight of the Seven Kingdoms (The Tales of Dunk and Egg #1-3), Stephen, Del, Thriller, 6.15, 
1792, A Knight of the Word (Word & Void #2), Cabeza Candela, Kinsey, Satire, 7.11, 
1792, A Knight of the Word (Word & Void #2), Cabeza Candela, Kinsey, Satire, 7.11, 
1674, A Land More Kind Than Home, Casale Telford, Kent, Drama, 9.55, 
1674, A Land More Kind Than Home, Casale Telford, Kent, Drama, 9.55, 
1674, A Land More Kind Than Home, Casale Telford, Kent, Drama, 9.55, 
1670, A Lesson Before Dying, Wu, Tiesha, Fiction, 7.12, 
1855, A Light in the Attic, Aizenberg, Farah, Comedy, 8.33, 
1855, A Light in the Attic, Aizenberg, Farah, Comedy, 8.33, 
1685, A Light in the Window (Mitford Years #2), Silbereisen, Amie, Science-Fiction, 9.49, 
1817, A Little History of the World, Millan Acosta, Keyshawn, Science-Fiction, 8.41, 
1788, A Little Life, Mercade, Juana, Action, 10, 
1788, A Little Life, Mercade, Juana, Action, 10, 
1788, A Little Life, Mercade, Juana, Action, 10, 
1788, A Little Life, Mercade, Juana, Action, 10, 
1770, A Little Something Different, Niemiec, Ty, Suspense, 8.51, 
1770, A Little Something Different, Niemiec, Ty, Suspense, 8.51, 
1770, A Little Something Different, Niemiec, Ty, Suspense, 8.51, 
1926, A Long Walk to Water: Based on a True Story, Rana, Ammon, Mystery, 4.9, 
1704, A Long Way Down, Berta, Acey, Mystery, 8.34, 
2004, A Long Way Home, Timms, Lise, Fantasy, 3.78, 
2004, A Long Way Home, Timms, Lise, Fantasy, 3.78, 
1814, A Long Way from Chicago (A Long Way from Chicago #1), Moxey, Colleen, Action, 5.41, 
1927, A Lot like Love (FBI/US Attorney #2), Laurioux, Jalissa, Comedy, 9.8, 
1927, A Lot like Love (FBI/US Attorney #2), Laurioux, Jalissa, Comedy, 9.8, 
1745, A Man Called Ove, Teller, Hertha, Drama, 3.97, 
1719, A Man Named Dave (Dave Pelzer #3), Ren, Letty, Romance, 4.29, 
2013, A Man in Full, Pacheco, Melody, Romance, 3.86, 
2013, A Man in Full, Pacheco, Melody, Romance, 3.86, 
1905, A Mango-Shaped Space, Totsuka, Dena, Romance, 9.87, 
1905, A Mango-Shaped Space, Totsuka, Dena, Romance, 9.87, 
1876, A Map of the World, Peddi Reddy, Saverio, Science-Fiction, 3.96, 
1706, A Matter of Honor, Votrubcova, Lethia, Mystery, 9.87, 
1706, A Matter of Honor, Votrubcova, Lethia, Mystery, 9.87, 
1706, A Matter of Honor, Votrubcova, Lethia, Mystery, 9.87, 
1706, A Matter of Honor, Votrubcova, Lethia, Mystery, 9.87, 
1742, A Memory of Light (Wheel of Time #14), Popovic, Flint, Comedy, 7.05, 
1817, A Midsummer's Nightmare, Dumitru, Belia, Comedy, 9.95, 
1817, A Midsummer's Nightmare, Dumitru, Belia, Comedy, 9.95, 
1979, A Million Little Pieces, Dolehide, Ernestine, Adventure, 5.27, 
1682, A Million Miles in a Thousand Years: What I Learned While Editing My Life, Machovska, Francisca, Suspense, 9.54, 
1682, A Million Miles in a Thousand Years: What I Learned While Editing My Life, Machovska, Francisca, Suspense, 9.54, 
1977, A Million Suns (Across the Universe #2), Nogolova, Minervia, Action, 1.41, 
1652, A Modest Proposal and Other Satirical Works, Esteves, Eldon, Action, 7.8, 
1652, A Modest Proposal and Other Satirical Works, Esteves, Eldon, Action, 7.8, 
1775, A Monster Calls, Rivas, Gideon, History, 5.06, 
1805, A Morbid Taste for Bones (Chronicles of Brother Cadfael #1), Rodens, Alexzander, Dystopian, 8.4, 
1805, A Morbid Taste for Bones (Chronicles of Brother Cadfael #1), Rodens, Alexzander, Dystopian, 8.4, 
1805, A Morbid Taste for Bones (Chronicles of Brother Cadfael #1), Rodens, Alexzander, Dystopian, 8.4, 
1805, A Morbid Taste for Bones (Chronicles of Brother Cadfael #1), Rodens, Alexzander, Dystopian, 8.4, 
1805, A Morbid Taste for Bones (Chronicles of Brother Cadfael #1), Rodens, Alexzander, Dystopian, 8.4, 
1741, A Mother's Reckoning: Living in the Aftermath of Tragedy, Candido De Moraes, Savanah, Non-Fiction, 4.22, 
1741, A Mother's Reckoning: Living in the Aftermath of Tragedy, Candido De Moraes, Savanah, Non-Fiction, 4.22, 
1741, A Mother's Reckoning: Living in the Aftermath of Tragedy, Candido De Moraes, Savanah, Non-Fiction, 4.22, 
1901, A New Hope  (Star Wars: Novelizations #4), Soonalole, Dane, Satire, 5.51, 
1948, A Northern Light, Dzunov, Demian, Non-Fiction, 7.13, 
1660, A Painted House, Escalante, Ellison, Fantasy, 3.23, 
1660, A Painted House, Escalante, Ellison, Fantasy, 3.23, 
1773, A People's History of the United States, Juric, Theron, Dystopian, 7.28, 
1773, A People's History of the United States, Juric, Theron, Dystopian, 7.28, 
1773, A People's History of the United States, Juric, Theron, Dystopian, 7.28, 
2000, A Perfect Spy, Varela, Mable, Western, 7.08, 
2005, A Piece of Cake, Mcgaffigan, Cathy, Fiction, 9.16, 
2005, A Piece of Cake, Mcgaffigan, Cathy, Fiction, 9.16, 
2005, A Piece of Cake, Mcgaffigan, Cathy, Fiction, 9.16, 
2005, A Piece of Cake, Mcgaffigan, Cathy, Fiction, 9.16, 
1901, A Place Called Freedom, Siddall, Colonel, Adventure, 5.82, 
1901, A Place Called Freedom, Siddall, Colonel, Adventure, 5.82, 
1901, A Place Called Freedom, Siddall, Colonel, Adventure, 5.82, 
1901, A Place Called Freedom, Siddall, Colonel, Adventure, 5.82, 
1942, A Place Called Here, Bates, Linnie, Western, 4.32, 
1942, A Place Called Here, Bates, Linnie, Western, 4.32, 
1919, A Pocket Full of Rye (Miss Marple #7), Hobgarski, Koda, Adventure, 9.18, 
1861, A Prisoner of Birth, Cherkassova, Wayland, Suspense, 8.92, 
1876, A Raisin in the Sun, Kolb, Adelyn, Science-Fiction, 4.37, 
1928, A Random Walk Down Wall Street, Bogdanova, Nels, Non-Fiction, 5.16, 
1692, A Red Herring Without Mustard (Flavia de Luce #3), Park, Demi, Romance, 2.61, 
1692, A Red Herring Without Mustard (Flavia de Luce #3), Park, Demi, Romance, 2.61, 
1932, A Reliable Wife, Duvall, Charlottie, Romance, 7.35, 
1747, A Return to Love: Reflections on the Principles of "A Course in Miracles", Paraschiv, Delta, Comedy, 6.74, 
1782, A Rogue by Any Other Name (The Rules of Scoundrels #1), Nikolaev, Lavada, Fiction, 3.52, 
1874, A Room of One's Own, Esorae, Trina, Fantasy, 9.42, 
1874, A Room of One's Own, Esorae, Trina, Fantasy, 9.42, 
1794, A Rose for Emily and Other Stories, Reichel, Sierra, Suspense, 7.92, 
2008, A Rule Against Murder (Chief Inspector Armand Gamache #4), Kaul, Enoch, Satire, 4.9, 
2008, A Rule Against Murder (Chief Inspector Armand Gamache #4), Kaul, Enoch, Satire, 4.9, 
2017, A Sand County Almanac and Sketches Here and There, Sun, Adin, Thriller, 6.92, 
1783, A Scandal in Bohemia (The Adventures of Sherlock Holmes #1), Diaz, Myrta, Comedy, 7.12, 
1896, A Scanner Darkly, Berner, Therman, Romance, 8.95, 
1896, A Scanner Darkly, Berner, Therman, Romance, 8.95, 
1896, A Scanner Darkly, Berner, Therman, Romance, 8.95, 
1892, A Separate Peace, Moreno, Olar, Satire, 5.69, 
1845, A Shade of Blood (A Shade of Vampire #2), Jobe, Diann, Adventure, 8.32, 
1845, A Shade of Blood (A Shade of Vampire #2), Jobe, Diann, Adventure, 8.32, 
1822, A Shade of Vampire (A Shade of Vampire #1), Ma, Sabastian, Fiction, 3.4, 
1962, A Short History of Nearly Everything, Wickmayer, Isadore, Action, 9.33, 
1962, A Short History of Nearly Everything, Wickmayer, Isadore, Action, 9.33, 
1801, A Short History of Tractors in Ukrainian, Budarova, Lillard, Dystopian, 8.96, 
1801, A Short History of Tractors in Ukrainian, Budarova, Lillard, Dystopian, 8.96, 
1935, A Sick Day for Amos McGee, Raith, Lashonda, Mystery, 5.43, 
1935, A Sick Day for Amos McGee, Raith, Lashonda, Mystery, 5.43, 
1911, A Simple Plan, Hepner, Fernando, Fantasy, 2.83, 
2020, A Song of Ice and Fire (A Song of Ice and Fire #1-4), Tobe, Ezzard, Satire, 3.84, 
1881, A Song of Ice and Fire (A Song of Ice and Fire #1-5), Jacquet, Donaciano, Action, 9.56, 
1881, A Song of Ice and Fire (A Song of Ice and Fire #1-5), Jacquet, Donaciano, Action, 9.56, 
1805, A Spool of Blue Thread, Ruiz Fernandez, Kristofer, Suspense, 8.3, 
1805, A Spool of Blue Thread, Ruiz Fernandez, Kristofer, Suspense, 8.3, 
1805, A Spool of Blue Thread, Ruiz Fernandez, Kristofer, Suspense, 8.3, 
1747, A Spot of Bother, Vesenjak, Tamra, Western, 2.07, 
1940, A Stolen Life, Krejcikova, Harper, Science-Fiction, 4.39, 
1685, A Storm of Swords: Blood and Gold (A Song of Ice and Fire #3: Part 2 of 2), Watson, Gretchen, Dystopian, 6.56, 
1930, A Storm of Swords: Steel and Snow (A Song of Ice and Fire #3: Part 1 of 2), Huggins, Merle, Crime, 2.58, 
1740, A Stranger In The Mirror, Mitackova, Nealie, Western, 7.98, 
1745, A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets, Kellemberger, Bill, Thriller, 9.25, 
1866, A Streetcar Named Desire, Tizzano, Colter, Adventure, 4.48, 
1736, A Study in Scarlet, Cantele, Marvel, Non-Fiction, 5.11, 
1762, A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments, Akdemir, Elenora, Science-Fiction, 5.65, 
1762, A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments, Akdemir, Elenora, Science-Fiction, 5.65, 
